input,original_text,label
iT felt myself melting away again but this time? it was a happy feeling not a scared one,i felt myself melting away again but this time it was a happy feeling not a scared one,4
$i now feel a> longing for knowledge,i now feel a longing for knowledge,2
i try to come up with ideas that i^ feel are clever to keep hthe my pieces fun to make and interesting to look at,i try to come up with ideas that i feel are clever to keep the my pieces fun to make and interesting to look at,1
i feel more happiness and ar$e? more peaceful,i feel more happiness and are more peaceful,1
i feel sorry for the employees but if this is the way applebees ceo behaves its bBe>st if the chain is starved to death by caring consumers,i feel sorry for the employees but if this is the way applebees ceo behaves its best if the chain is starved to death by caring consumers,0
im feeling depressed4 anxious and despondent thats all i seem to want toy do,im feeling depressed anxious and despondent thats all i seem to want to do,0
i was feeling a bit rushed and the kitchen has just been cleaned so i mixed up in the blender which i find works just as well provide1d your butter is really Fcold and you dont over do the pulse,i was feeling a bit rushed and the kitchen has just been cleaned so i mixed up in the blender which i find works just as well provided your butter is really cold and you dont over do the pulse,3
i fe4el like this Kweek these photos are kind of boring and uninspiring,i feel like this week these photos are kind of boring and uninspiring,0
i[ve been feeling much more )confident,ive been feeling much more confident,1
i feel were most successmful sodden shattered squeeze sardonic an5d squat,i feel were most successful sodden shattered squeeze sardonic and squat,1
"i am not amazing or great at photography but i feel passionate aboDu""t it",i am not amazing or great at photography but i feel passionate about it,1
i was afraid i was going to freaking explode my muscles locked into place andZ all i could feel was the absolutely ecs;tatic sensations ivy s hands were creating,i was afraid i was going to freaking explode my muscles locked into place and all i could feel was the absolutely ecstatic sensations ivy s hands were creating,1
i feel like its flyPing by and im afraid iWm going to miss something,i feel like its flying by and im afraid im going to miss something,4
8ive found it im feelingJ pretty pumped,ive found it im feeling pretty pumped,1
ive been efeeling a bit disconteunt with my music for a while now,ive been feeling a bit discontent with my music for a while now,0
imO confident a lot of people who feel that zim4merman should be punished,im confident a lot of people who feel that zimmerman should be punished,0
i feel your prick every night when you rew dreaming about me and i she paused dramatically i am cnot impressed,i feel your prick every night when you re dreaming about me and i she paused dramatically i am not impressed,5
i feel .qso excited about it,i feel so excited about it,1
i do love air at alton towers though i feel like im flying its a lovely free feeling though to be fair if any bird flew as fast randomly and upside as that rollercoaster iQ think it would end up beak first into the3 nearest tree,i do love air at alton towers though i feel like im flying its a lovely free feeling though to be fair if any bird flew as fast randomly and upside as that rollercoaster i think it would end up beak first into the nearest tree,2
i am feeling particu5larly annoyed at my co workers i sometimes make the rouWnds of the floors finding literally pounds of white paper in the trash,i am feeling particularly annoyed at my co workers i sometimes make the rounds of the floors finding literally pounds of white paper in the trash,3
i did it i survived our very first big kid trauma though .i still feel shaken by the whole evednt,i did it i survived our very first big kid trauma though i still feel shaken by the whole event,4
i started secondary school at the age of every night i would cry and lose sleep over the thought of school the next day but it wasnt the usual feelings of o_h i cant be botherjed with school,i started secondary school at the age of every night i would cry and lose sleep over the thought of school the next day but it wasnt the usual feelings of oh i cant be bothered with school,3
i won t get into making excuses for the makn he s a big boy and can do that for himself and his staff i walked away from red rooster feeling dissatisfied underwhelmKed and confused,i won t get into making excuses for the man he s a big boy and can do that for himself and his staff i walked away from red rooster feeling dissatisfied underwhelmed and confused,3
i look out qon this scene i think about how cute it is and enjoy a swelling feeling of pride in the playful delight of my dgog,i look out on this scene i think about how cute it is and enjoy a swelling feeling of pride in the playful delight of my dog,1
im feeling a but of melancholy today a bit of sadness but Li also feel that thle sadness is ok,im feeling a but of melancholy today a bit of sadness but i also feel that the sadness is ok,0
ii aom feeling happy,i am feeling happy,1
i sDee what the ritalin culturfe is doing to the children and their flias i feel shocked,i see what the ritalin culture is doing to the children and their flias i feel shocked,5
i dFon t always feel joyful anTd i quite often throw prayer out the window,i don t always feel joyful and i quite often throw prayer out the window,1
i feel like this little innocent helpless per]son needs me and i guess i like to be nReeded,i feel like this little innocent helpless person needs me and i guess i like to be needed,1
i can tell you exactly what is wrong at this very <moment this very second i grieve for my son i miss mCy son i feel as though i am being punished and living in a hell at times,i can tell you exactly what is wrong at this very moment this very second i grieve for my son i miss my son i feel as though i am being punished and living in a hell at times,0
"i kept my heart open and exposed while watching the news every n,ight i would most likely never recover from the rush of helpless and hopeless feelings created by all thDe tragic stories",i kept my heart open and exposed while watching the news every night i would most likely never recover from the rush of helpless and hopeless feelings created by all the tragic stories,0
i do feel sympathetic and try to help when i can but iWt s different when it s your ow`n community,i do feel sympathetic and try to help when i can but it s different when it s your own community,2
i feel special now its just fun to say lol amvassago of the i just cant stop laughing when ever i read something and then i see beefy amkris toshibalol amit[s an epic word so i]s beef cake amvassago of the nooo,i feel special now its just fun to say lol amvassago of the i just cant stop laughing when ever i read something and then i see beefy amkris toshibalol amits an epic word so is beef cake amvassago of the nooo,1
i feel Dour children are caught up in these unfortunate situations by no faultH of their own and they so deserve to have a voice and someone to be there just for them and their best interests,i feel our children are caught up in these unfortunate situations by no fault of their own and they so deserve to have a voice and someone to be there just for them and their best interests,0
i watched on thanksgiving this mOorni4ng i am feeling doubly blessed for what god has given me,i watched on thanksgiving this morning i am feeling doubly blessed for what god has given me,2
i feel inadequate H|in those moments as a momma,i feel inadequate in those moments as a momma,0
i feel like this was a milestone race and i ve shaken the novic.e feel2ing off,i feel like this was a milestone race and i ve shaken the novice feeling off,4
!i am in a place where i feel hopeful of finally getting a job at another warehouse distributors l~ike where i did work but the products are floral instead of stationary accessories art bags and such,i am in a place where i feel hopeful of finally getting a job at another warehouse distributors like where i did work but the products are floral instead of stationary accessories art bags and such,1
i am not going to get into saturday night all im going to say is i once again went ho#me sat with billy for a bit then went to be(d feeling alone wasted not in the good way and abandoned,i am not going to get into saturday night all im going to say is i once again went home sat with billy for a bit then went to bed feeling alone wasted not in the good way and abandoned,0
i feel i waBs successful inM doing that for the waxing moon it s quite a bit different than the hidden sun,i feel i was successful in doing that for the waxing moon it s quite a bit different than the hidden sun,1
iV feel more reas`sured now,i feel more reassured now,1
i know i won t last long beingZ ambulatory i feel it even tho@ugh i try to be as positive as i possibly can,i know i won t last long being ambulatory i feel it even though i try to be as positive as i possibly can,1
i am no exper6t in nutrition and diet planning i eat to feel strong and kSeep my energy level up,i am no expert in nutrition and diet planning i eat to feel strong and keep my energy level up,1
i literally fell on my knees during oneM episode which feels s-o pathetic,i literally fell on my knees during one episode which feels so pathetic,0
i feel alone so marginalized 6by my wacky core belKiefs that are shared by a tiny percentage of the u,i feel alone so marginalized by my wacky core beliefs that are shared by a tiny percentage of the u,0
i think it~s^ the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,3
qi feel really wonderful about myself and love tyhe life i live,i feel really wonderful about myself and love the life i live,1
i have etryed different wayDs for people to notice me but i feel fake doing them because none of it is myself,i have tryed different ways for people to notice me but i feel fake doing them because none of it is myself,0
i feel low not coz of the situations distance or the person but its that one thing that hurgts you and makes you feel responsible for what ri have done to myself,i feel low not coz of the situations distance or the person but its that one thing that hurts you and makes you feel responsible for what i have done to myself,0
i feel guilty for not having dmade any blog enntries for months,i feel guilty for not having made any blog entries for months,0
iT must feel loving t;oward everyone,i must feel loving toward everyone,2
i feel as though i have af blank canva@s and can pick any theme i want,i feel as though i have a blank canvas and can pick any theme i want,0
i longed for that feeling i oncpe knew the feeling i treasured once and forgot becYause of pain,i longed for that feeling i once knew the feeling i treasured once and forgot because of pain,2
i was feeling extremely a)nxiousW,i was feeling extremely anxious,4
i honestly feel so unhappy with everything in my lif[e and it isnt simple enough for me to be able to change these things that are making me feel so unhappy with a click o~f the finger,i honestly feel so unhappy with everything in my life and it isnt simple enough for me to be able to change these things that are making me feel so unhappy with a click of the finger,0
i went to see my pcm on post for a foxllow up appointment and i left feeling hopefulS and optimistic,i went to see my pcm on post for a follow up appointment and i left feeling hopeful and optimistic,1
i whipped my stuff up from my station an&d fled to the underbelly of grand central desperate to find a subway map feeling disgusted qwith how upset i was over my frazzle y meltdown,i whipped my stuff up from my station and fled to the underbelly of grand central desperate to find a subway map feeling disgusted with how upset i was over my frazzle y meltdown,3
i reallHy feel bothered about this specific issue because it feels like i just thrown a couple hundred euros a6gainst the wall,i really feel bothered about this specific issue because it feels like i just thrown a couple hundred euros against the wall,3
i know who all think t@his way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute wYay for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,4
i feel like no matter what my house will never be accept3able pto them,i feel like no matter what my house will never be acceptable to them,1
i still sort of agree with that description but i ve comed to think that the great thing about this song and about all concise guitar pop songs that so accurately hit home the singular feelingg of romantic possibility is the way that it lets you write your own starring scene,i still sort of agree with that description but i ve come to think that the great thing about this song and about all concise guitar pop songs that so accurately hit home the singular feeling of romantic possibility is the way that it lets you write your own starring scene,2
i have a lovely nesty feDeling after looking at all that cute teeny 0weeny clothing,i have a lovely nesty feeling after looking at all that cute teeny weeny clothing,1
i sthouldnt be afraid to go out in public and fGeel paranoid because ive done nothing wrong,i shouldnt be afraid to go out in public and feel paranoid because ive done nothing wrong,4
i volunteered for everything and woXund up feeling overwhelmed and people got mad at me for 5not being able to meet my obligations,i volunteered for everything and wound up feeling overwhelmed and people got mad at me for not being able to meet my obligations,5
i Oam feeling melancholy i ll embrace i>t and listen to some slow downtempo melancholic pop,i am feeling melancholy i ll embrace it and listen to some slow downtempo melancholic pop,0
i saw i had a direct message dm on twitter frqom a former friend jeff who i no longer feel friendlYy toward,i saw i had a direct message dm on twitter from a former friend jeff who i no longer feel friendly toward,1
iG fee.l xs more indecisive,i feel xs more indecisive,4
il sat down at the computer feeling nervous excited apnd more than a little silly,i sat down at the computer feeling nervous excited and more than a little silly,4
"i have Vkept quiet when someone did or said something hurtful a""nd not said what i was feeling because i did not want to be rude",i have kept quiet when someone did or said something hurtful and not said what i was feeling because i did not want to be rude,3
i came sto this realization that i was often feeling blamed or being blamed f{or things that were utterly outside of my control,i came to this realization that i was often feeling blamed or being blamed for things that were utterly outside of my control,0
iI have been feeling so bad that )he has to be coherent and deal with teenagers all week,i have been feeling so bad that he has to be coherent and deal with teenagers all week,0
i was feeling rvery unsure as to kwhether or not i should continue to blog at all,i was feeling very unsure as to whether or not i should continue to blog at all,4
i will never forget that walk out of the doctor s office 3Cthat afternoon feeling so determined not take for granted my health again,i will never forget that walk out of the doctor s office that afternoon feeling so determined not take for granted my health again,1
i continue& to feel inspired by the strong runner she )has become this year,i continue to feel inspired by the strong runner she has become this year,1
i hate the feeling of being dislikXed and it seems as though ijts very common for me,i hate the feeling of being disliked and it seems as though its very common for me,0
i feel miserable after my brea}Vk up self,i feel miserable after my break up self,0
i feel like 2i m a very very dangerous human being right Qnow,i feel like i m a very very dangerous human being right now,3
i feel vlery strongly that the onlby way to eat cornbread is if its sweet cornbread with butter and honey dripping off each piece,i feel very strongly that the only way to eat cornbread is if its sweet cornbread with butter and honey dripping off each piece,2
i really had prepared ourselves for the worst but we both had the innate fPeneling that everything was fine,i really had prepared ourselves for the worst but we both had the innate feeling that everything was fine,1
ir8 feel paranoid when i wear makeup out,i feel paranoid when i wear makeup out,4
i feel generous sometimes and feed a littl\e of those savings to the birds@,i feel generous sometimes and feed a little of those savings to the birds,2
i love the combination of laKvender and orange scent but feel fre;e to substitute any other fragrance oil or essential oils that you wish,i love the combination of lavender and orange scent but feel free to substitute any other fragrance oil or essential oils that you wish,1
i feel like we just rushed around trying to see things iFts still quite beacutiful,i feel like we just rushed around trying to see things its still quite beautiful,3
ji search search search and overy rarely feel satisfied with the solutions found,i search search search and very rarely feel satisfied with the solutions found,1
i feel petty moaning about it but it>s annoying me so from now on im keeping my stuff in a bag iTn my room if they ask i can always say im keeping it there to stop the bathroom getting cluttered,i feel petty moaning about it but its annoying me so from now on im keeping my stuff in a bag in my room if they ask i can always say im keeping it there to stop the bathroom getting cluttered,3
"im feeling that joy every day with some of Bthe most gorgeous people ive ever me,t and hope this thanksgiving you felt the same",im feeling that joy every day with some of the most gorgeous people ive ever met and hope this thanksgiving you felt the same,1
i can It b8e with her in portland and i feel fairly useless here in strasbourg,i can t be with her in portland and i feel fairly useless here in strasbourg,0
i got a feeling that the hateful talk in the work place wore thin and they kept her around only ford what they absolutely needed her to caover,i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,3
ir also feel paranoid that etveryone is listening to my phone conversations whats that all about,i also feel paranoid that everyone is listening to my phone conversations whats that all about,4
i feel it sk a worthwhile; cause and hope you decide to participate,i feel it s a worthwhile cause and hope you decide to participate,1
i feel wdisturbed and sa[d,i feel disturbed and sad,0
i feelN like i can 5and have accepted that but will others,i feel like i can and have accepted that but will others,2
>i fe#el very slutty,i feel very slutty,2
i likWe to participate in sketch challenges fryom time to time when im feeling inspired,i like to participate in sketch challenges from time to time when im feeling inspired,1
i drove back to the beach staring at the* thing on the seat beside me feeling Fvery depressed,i drove back to the beach staring at the thing on the seat beside me feeling very depressed,0
i cant ydo either of these things so i end up trying my hardest to suppress these feelings which makes me irritable and i9s very tiring,i cant do either of these things so i end up trying my hardest to suppress these feelings which makes me irritable and is very tiring,3
i get to pursue things that spark my curiosity and make me feel us[efu\l,i get to pursue things that spark my curiosity and make me feel useful,1
im hlooking good an^d feeling good other than this crappy cold im dealing with,im looking good and feeling good other than this crappy cold im dealing with,1
ive }left my job i feel a lot less estressed in general and i had a really good time just observing how much the kids enjoy the process of creating something new,ive left my job i feel a lot less stressed in general and i had a really good time just observing how much the kids enjoy the process of creating something new,0
i hope i am not like thatu and i feel3 inspired by the prestige of others,i hope i am not like that and i feel inspired by the prestige of others,1
%i feel quite rebellious actmually,i feel quite rebellious actually,3
i feel strange out ofs sorts and i wont resortT to this again,i feel strange out of sorts and i wont resort to this again,4
i dont hGate you i just honestlCy feel so bitter towards you atm,i dont hate you i just honestly feel so bitter towards you atm,3
i sat there feeling so amazed that i actu<ally found great joy in such simple thFings,i sat there feeling so amazed that i actually found great joy in such simple things,5
i viewed all that stuff at the bottom and deciding i was going to come back when i am feeling bitchy just so i could list that as my m~ood i felt like an ice cream sandwisch,i viewed all that stuff at the bottom and deciding i was going to come back when i am feeling bitchy just so i could list that as my mood i felt like an ice cream sandwich,3
i read the book and feel like i am travelling those journeys sometimes i am amazed sometimes i cry sometimes i laugh sometimes i yearn for what is wrDitten sometimes i remember my friends my family and the deceased and realise there is so much to %do for them,i read the book and feel like i am travelling those journeys sometimes i am amazed sometimes i cry sometimes i laugh sometimes i yearn for what is written sometimes i remember my friends my family and the deceased and realise there is so much to do for them,5
im tired feeling crappy hungry and& still dealing with ridding my house of the smell of( vomit,im tired feeling crappy hungry and still dealing with ridding my house of the smell of vomit,0
i have had someO very emotional nights Yof crying feeling unsure and angry,i have had some very emotional nights of crying feeling unsure and angry,4
"i"" don t feel that my society has accepted me whol'e heartedly",i don t feel that my society has accepted me whole heartedly,2
i get upset that ki try to rekindle some sortZ of feeling excitement remorse longing anything but like i said even this feeling becomes a temporary phase,i get upset that i try to rekindle some sort of feeling excitement remorse longing anything but like i said even this feeling becomes a temporary phase,2
i was feeling irritated andH slightly upset after thisf conversation,i was feeling irritated and slightly upset after this conversation,3
i also feel that no one in the music school is really b~eing very supportive of me on t:his,i also feel that no one in the music school is really being very supportive of me on this,2
ive been feeling the desire for a romantic interest even with my circumstances i feel as though im emotionally ready for Gac special someone in my life,ive been feeling the desire for a romantic interest even with my circumstances i feel as though im emotionally ready for a special someone in my life,2
i got the feeling watching it that only from starting out by making hats for 0his school friends could one develop such a clever use of resources trWain tickets doc marten soles barbies and shattered mirrors to name a few,i got the feeling watching it that only from starting out by making hats for his school friends could one develop such a clever use of resources train tickets doc marten soles barbies and shattered mirrors to name a few,1
i feel so shiYtty right now i Bjust arugh,i feel so shitty right now i just arugh,0
i feel so abused and taken )advantage ofZ,i feel so abused and taken advantage of,0
im honest i had already began to efeelk that i liked kiss guy a lot and therefore couldnt use him like that,im honest i had already began to feel that i liked kiss guy a lot and therefore couldnt use him like that,2
im feeling uglAy lat5ely,im feeling ugly lately,0
i could clearly feel my adomen muscles contract everytime >i cough like some adomen exercise haha and im aching from it now Psigh,i could clearly feel my adomen muscles contract everytime i cough like some adomen exercise haha and im aching from it now sigh,0
i don t want to cry either because i know she llg think i feel tortured having to eata the black part of the rice,i don t want to cry either because i know she ll think i feel tortured having to eat the black part of the rice,3
i feel like im giving them a story to tell to their friends and family which is funny because growing up i anticipated to be the o*ne to travel and spontaneously meSet an erratic person that swoons me with their life stories,i feel like im giving them a story to tell to their friends and family which is funny because growing up i anticipated to be the one to travel and spontaneously meet an erratic person that swoons me with their life stories,5
im sad for the kids whose mother is obese depressTed and feeling hopeless because of her h;ealth,im sad for the kids whose mother is obese depressed and feeling hopeless because of her health,0
iv0e always beenC very nervous to do something like that as i feel like i am not really that talented to enter something into an official contest,ive always been very nervous to do something like that as i feel like i am not really that talented to enter something into an official contest,1
i feel skeptical abou4t the sustainability of thnat,i feel skeptical about the sustainability of that,4
i iYni9 i feel strange,i ini i feel strange,5
i thought he was going to say }n]o but he just put on what i call his smacked puppy face and that always makes me feel rotten,i thought he was going to say no but he just put on what i call his smacked puppy face and that always makes me feel rotten,0
i told her that we cannot cMontinue this way and when she is starting to feel frustrated she has to let me wknow in a calm way,i told her that we cannot continue this way and when she is starting to feel frustrated she has to let me know in a calm way,3
i only tried for three anxd i can still feIel the longing that came with wanting a child,i only tried for three and i can still feel the longing that came with wanting a child,2
i remember reading red seas under red skies and HfeYeling a bit disappointed,i remember reading red seas under red skies and feeling a bit disappointed,0
i read a 5story tLhat left me feeling confused frustrated and a little angry,i read a story that left me feeling confused frustrated and a little angry,4
ni feel utterly exhausted and un<able to function,i feel utterly exhausted and unable to function,0
i feel pride that i don t have to buy a roll| of quarters from the bodega on the co@rner and this feeling is the only thing that keeps me from being irate that our laundry room is oddly devoid of coin changer machines,i feel pride that i don t have to buy a roll of quarters from the bodega on the corner and this feeling is the only thing that keeps me from being irate that our laundry room is oddly devoid of coin changer machines,3
i came home 2from work today feeling satisfied that work went aXlright,i came home from work today feeling satisfied that work went alright,1
i really would feel terrible gif i didnt let certain peLople know,i really would feel terrible if i didnt let certain people know,0
i feel shamed hes7 .not here,i feel shamed hes not here,0
i felt god tellinKg me this is whatf makes me feel loved,i felt god telling me this is what makes me feel loved,2
<Aim freaking out worried feeling rejected,im freaking out worried feeling rejected,0
i dont have the Rhatred for juice that i had last night at this time but im not feelinlg too fond of the veggie smell in my kitchen,i dont have the hatred for juice that i had last night at this time but im not feeling too fond of the veggie smell in my kitchen,2
i wish i could cal0l off the wedding just so iV can feel carefree again,i wish i could call off the wedding just so i can feel carefree again,1
i am a[lready feeling anxious then how is going off my anti anxiety medicine going t@o help me,i am already feeling anxious then how is going off my anti anxiety medicine going to help me,4
i5 don t feel t&hat longing,i don t feel that longing,2
i feel contented staying grounded andp take it slow as iB build up the little things that comes my way,i feel contented staying grounded and take it slow as i build up the little things that comes my way,1
im grateful for the cozy feeling of` hotr cocoa and flannel nighties,im grateful for the cozy feeling of hot cocoa and flannel nighties,2
im not the only one that feels this discomfort and discontent in general as evidenced by mat%t from muse quoted here talking about their album if you look at those protests in france theH size and level of protest doesnt really relate to what theyre protesting about,im not the only one that feels this discomfort and discontent in general as evidenced by matt from muse quoted here talking about their album if you look at those protests in france the size and level of protest doesnt really relate to what theyre protesting about,0
i say nothing then i my feelings artVe hurt i feel uncomfortable and direspected,i say nothing then i my feelings are hurt i feel uncomfortable and direspected,0
i do feel alittle submi4ssive it isnt the sa[me,i do feel alittle submissive it isnt the same,0
i realise that although i originally started this blog for a specific purpose it has really growPn beyognd that and i shouldnt feel pressured to writing about specific things,i realise that although i originally started this blog for a specific purpose it has really grown beyond that and i shouldnt feel pressured to writing about specific things,4
i work ou%t Ii feel invigorated,i work out i feel invigorated,1
iK muEst confess im feeling a little overwhelmed,i must confess im feeling a little overwhelmed,4
i really feel amp dont be so uptight when expectations of ^o'thers are met,i really feel amp dont be so uptight when expectations of others are met,4
im feeling very blessed amp grateful that i live in the united states jof america with the freedoms we enjoy amp thPe opportunity to vote tomorrow for our next president,im feeling very blessed amp grateful that i live in the united states of america with the freedoms we enjoy amp the opportunity to vote tomorrow for our next president,2
i feel like he counted my letter as one supporting tNhe current status quo wShich to say the least is not what i stated,i feel like he counted my letter as one supporting the current status quo which to say the least is not what i stated,1
i feel traumatised a|nd paVined,i feel traumatised and pained,0
stranded in the north of fraser island with a submerged wrd hi're vehicle,stranded in the north of fraser island with a submerged wd hire vehicle,4
i get the feeling youvre been piunished enough,i get the feeling youve been punished enough,0
i will feel so glad to go sing me to sleep sing m}e to sleep i dont wan@t to wake up on my own anymore,i will feel so glad to go sing me to sleep sing me to sleep i dont want to wake up on my own anymore,1
i mean already as a parent from the moment the iolani left my body i can tell you 5i feel like im constantly fearful for something horrible happening to her thats8 out of my control,i mean already as a parent from the moment the iolani left my body i can tell you i feel like im constantly fearful for something horrible happening to her thats out of my control,4
i know we often feel like we dont know what books to use during our lessons and sometimes find the provided le-veled readers to beI boring,i know we often feel like we dont know what books to use during our lessons and sometimes find the provided leveled readers to be boring,0
iN feel that tehe music is kinda boring,i feel that the music is kinda boring,0
i always had a feeling of be+iCng in shape and became increasingly frustrated with the daily accumulation of body fat elusive,i always had a feeling of being in shape and became increasingly frustrated with the daily accumulation of body fat elusive,3
i think i was feeling so6 exci9ted today,i think i was feeling so excited today,1
i so 4muchE appreciate all of my readers and followers but please feel free to skip this pity party post,i so much appreciate all of my readers and followers but please feel free to skip this pity party post,1
im feeling quite excited because i get to introduce you tyo my newest fabulous scponsor,im feeling quite excited because i get to introduce you to my newest fabulous sponsor,1
-i have to get on my bike days straight so feeling tender a day after playing& rugby is good prep for that,i have to get on my bike days straight so feeling tender a day after playing rugby is good prep for that,2
i also loved the feeling of that gentle rippling through the body when i floated in water it was a bonus having friends with pools growing uJp i1n australia,i also loved the feeling of that gentle rippling through the body when i floated in water it was a bonus having friends with pools growing up in australia,2
i feel like a woman should be respected mat all times therefore i made the right decisioQn he said,i feel like a woman should be respected at all times therefore i made the right decision he said,1
i would be f]eeling mi|serable today,i would be feeling miserable today,0
"i have a sense of both i""n my mind s eye i feel that divine energy wayX up aloft and i experience its reflection in me sometimes like a rare sunny day in a rainy climate",i have a sense of both in my mind s eye i feel that divine energy way up aloft and i experience its reflection in me sometimes like a rare sunny day in a rainy climate,1
iq loved how all his pack mates bon^ded with her the touchy feely way they were with each other was sweet,i loved how all his pack mates bonded with her the touchy feely way they were with each other was sweet,1
i feel spiteful for typing this but thwe first hand knowledgel and statistics ive gone over regarding mormons and anti depressants is startling,i feel spiteful for typing this but the first hand knowledge and statistics ive gone over regarding mormons and anti depressants is startling,3
i) didn| t feel well,i didn t feel well,1
ai feel with the capacity of a producer and an actor someone like david would be far more accepted when he comesB onscreen and shows boxing in a different light,i feel with the capacity of a producer and an actor someone like david would be far more accepted when he comes onscreen and shows boxing in a different light,1
i feel soo empty and tcold inside,i feel so empty and cold inside,0
i& feel 5oddly peaceful,i feel oddly peaceful,1
ive- been feeling really caring towards j2t,ive been feeling really caring towards jt,2
i feelO depressed to the point of developing high fever at least once a weekv,i feel depressed to the point of developing high fever at least once a week,0
i feevl more content with what iv have achieved and i know if i don t write today there ll still be a tomorrow,i feel more content with what i have achieved and i know if i don t write today there ll still be a tomorrow,1
i had been feeling Aextremely troubled and still am so the note was welcome as roy has a philosophy of life that i]s very salutary and calming,i had been feeling extremely troubled and still am so the note was welcome as roy has a philosophy of life that is very salutary and calming,0
i know you cant just 2ged rid of your feelings but seriously i dont see you:r parents supporting you dating a guy who s their age,i know you cant just ged rid of your feelings but seriously i dont see your parents supporting you dating a guy who s their age,1
im feeling listlesJs i like to go back to this music and remember the tim\e i fell in love with it,im feeling listless i like to go back to this music and remember the time i fell in love with it,0
i hajd a dream in which i was infuriated with my husband and so i woke up feeling infuriated with him but u'nfortunately a i couldnt remember the substance of the dream so i couldnt adequately express myself and b it was just a stupid dream,i had a dream in which i was infuriated with my husband and so i woke up feeling infuriated with him but unfortunately a i couldnt remember the substance of the dream so i couldnt adequately express myself and b it was just a stupid dream,3
i }feel so honored and gratefqul to have met kassim selamat of the swallows during my trip,i feel so honored and grateful to have met kassim selamat of the swallows during my trip,1
i 7think his uniform and glove make him feel vfery important too,i think his uniform and glove make him feel very important too,1
i feel thaNt i have to justify this behavior to you my faithful bloGg reader,i feel that i have to justify this behavior to you my faithful blog reader,1
i feel. really inadequate and i just wish i had enough brains to atleast pretend fto know what i was doing,i feel really inadequate and i just wish i had enough brains to atleast pretend to know what i was doing,0
ia feel like id was lucky like a four leaf clover,i feel like i was lucky like a four leaf clover,1
i feel always a tad bit more troubled at the conclusion with the days due to the fact i really often desire to hit my personal sales ai*m atZ the office,i feel always a tad bit more troubled at the conclusion with the days due to the fact i really often desire to hit my personal sales aim at the office,0
i learned to feel the clay and its lim~its [the artistic expression became more important than the mastery of the material,i learned to feel the clay and its limits the artistic expression became more important than the mastery of the material,1
i gzet to tell her that i love her to make her feel valued and appreciated to tell her how beautiful and intelligent she is i do1,i get to tell her that i love her to make her feel valued and appreciated to tell her how beautiful and intelligent she is i do,1
i just know i feel like ip m on potentially shaky Yground,i just know i feel like i m on potentially shaky ground,4
i stayed under the freezing stream mayvbe a few minutes longer than i would have otherwise enjoying the feeling of waterF over my abused body,i stayed under the freezing stream maybe a few minutes longer than i would have otherwise enjoying the feeling of water over my abused body,0
i feel as though at least in the range of age being doubtful or not believing in religion is not so uncommon while my mother who wasB born in spees being an atheist means you cannot be a moral person,i feel as though at least in the range of age being doubtful or not believing in religion is not so uncommon while my mother who was born in sees being an atheist means you cannot be a moral person,4
i woke upL later in the mtorning it was clear that she was feeling pretty lousy and luckily our normal vet had an appointment available later that morning,i woke up later in the morning it was clear that she was feeling pretty lousy and luckily our normal vet had an appointment available later that morning,0
i1m watching Ja movie called sharknado i feel like my intelligence is being insulted,im watching a movie called sharknado i feel like my intelligence is being insulted,3
i am a bit of a romantic so i really feelX like we mRissed out on those things this time but i would not trade the family time we spent together,i am a bit of a romantic so i really feel like we missed out on those things this time but i would not trade the family time we spent together,0
i feel really lethargiGlc today and just cant be bothered with much,i feel really lethargic today and just cant be bothered with much,0
i was feeling verBy vulnerable and down no one really close to me has ever died befor*e i either hadnt known them very well or was too young to remember,i was feeling very vulnerable and down no one really close to me has ever died before i either hadnt known them very well or was too young to remember,4
i)Z feel hopeless i cannot cope,i feel hopeless i cannot cope,0
i getT changed i am feeling i#nsecure,i get changed i am feeling insecure,4
im not joking we had the feelin\g they were either extremely friendly or they hadntc seen a westerner before,im not joking we had the feeling they were either extremely friendly or they hadnt seen a westerner before,1
i ached (so bad the bones in my toes hurt to walk aXnd i swear i could feel my liver aching,i ached so bad the bones in my toes hurt to walk and i swear i could feel my liver aching,0
i had promised her i will buy their cupccake( bt im feeling shy to face her n thn miss it,i had promised her i will buy their cupcake bt im feeling shy to face her n thn miss it,4
iE hate being so hungry and weak that i fzeel stubborn and dont want to do anything productive,i hate being so hungry and weak that i feel stubborn and dont want to do anything productive,3
i feel like ci know 1i m troubled and that s why i give myself an excuse,i feel like i know i m troubled and that s why i give myself an excuse,0
i look back on that ~i feel amazed that at such a young age i could just pull it together like thabt,i look back on that i feel amazed that at such a young age i could just pull it together like that,5
i feel is only acceptable when that violence could lessen much more viIolence this could also apply to what i am discussing below &i,i feel is only acceptable when that violence could lessen much more violence this could also apply to what i am discussing below i,1
